string_protein_id	preferred_name	protein_size	annotation
6183.Smp_084520.1	Smp_084520	315	Uncharacterized protein
6183.Smp_084540.2	Smp_165290	664	Putative g patch domain-containing protein 1 (Evolutionarily conserved G-patch domain containing protein) 
6183.Smp_084570.1	Smp_084570	326	Steroid dehydrogenase, putative ; Belongs to the short-chain dehydrogenases/reductases (SDR) family
6183.Smp_084600.1	Smp_084600.1	510	Putative solute carrier family 37 member 2 (Glycerol-3-phosphate transporter) 
6183.Smp_084610.1	Smp_084610	513	Fas-associated factor-related 
6183.Smp_084620.1	Smp_084620	117	Uncharacterized protein
6183.Smp_084640.1	Smp_084640	81	Uncharacterized protein
6183.Smp_084650.1	Smp_084650	199	Uncharacterized protein
6183.Smp_084740.1	Smp_084740	405	Ubiquitin-specific peptidase 14 (C19 family); Ubiquitin carboxyl-terminal hydrolase ; Belongs to the peptidase C19 family
6183.Smp_084770.1	Smp_084770	644	Uncharacterized protein
6183.Smp_084780.1	Smp_084780	206	Uncharacterized protein
6183.Smp_084790.1	Smp_084790	269	Protein bat5 (S09 family) 
6183.Smp_084810.1	Smp_084810	374	Uncharacterized protein
6183.Smp_084830.1	Smp_084830	486	UDP-glucose 6-dehydrogenase; Involved in the biosynthesis of glycosaminoglycans; hyaluronan, chondroitin sulfate, and heparan sulfate
6183.Smp_084860.1	Smp_084860	330	Uncharacterized protein
6183.Smp_084870.1	Smp_084870	948	Uncharacterized protein
6183.Smp_084890.1	Smp_084890	516	Putative ectonucleotide pyrophosphatase/phosphodiesterase 
6183.Smp_084900.1	Smp_084900	333	Putative translation initiation factor EIF-2b alpha subunit ; Belongs to the eIF-2B alpha/beta/delta subunits family
6183.Smp_084910.1	Smp_084910	105	Uncharacterized protein
6183.Smp_084930.1	Smp_084930	206	Putative dual specificity protein phosphatase 
6183.Smp_084940.3	Smp_084940.3	199	Putative gtp-binding protein rit 
6183.Smp_084950.1	Smp_032470	83	Uncharacterized protein
6183.Smp_085010.1	Smp_085010	271	Cathepsin B-like peptidase (C01 family) ; Belongs to the peptidase C1 family
6183.Smp_085070.1	Smp_085070	1283	Uncharacterized protein
6183.Smp_085080.1	Smp_085080	287	Uncharacterized protein
6183.Smp_085110.2	Smp_085110.2	587	Dihydropyrimidinase related protein-2 (M38 family) 
6183.Smp_085150.1	Smp_085150	566	Putative phosphoglucomutase ; Belongs to the phosphohexose mutase family
6183.Smp_085180.1	Smp_085180	229	Cathepsin B (C01 family) ; Belongs to the peptidase C1 family
6183.Smp_085240.2	Smp_085240.2	275	Lipid phosphate phosphatase-related; Diacylglycerol pyrophosphate (Phosphatidic acid) phosphatase 1 
6183.Smp_085290.2	Tropomyosin	242	Tropomyosin, putative 
6183.Smp_085300.1	Smp_085300	131	60S ribosomal protein L22, putative 
6183.Smp_085310.2	Smp_085310.2	501	26S proteasome regulatory subunit S3, putative 
6183.Smp_085380.1	Smp_085380	616	Kelch-like ech-associated protein 
6183.Smp_085410.1	Smp_085410	341	Uncharacterized protein
6183.Smp_085480.1	Smp_085480	230	Sap18, putative 
6183.Smp_085490.1	Smp_085490	373	Uncharacterized protein
6183.Smp_085500.1	Smp_085500	563	Elongator complex protein 3; Catalytic histone acetyltransferase subunit of the RNA polymerase II elongator complex, which is a component of the RNA polymerase II (Pol II) holoenzyme and is involved in transcriptional elongation
6183.Smp_085520.1	Smp_085520	225	Vacuolar ATP synthase subunit e, putative 
6183.Smp_085530.1	Smp_085530	396	Synapse-associated protein, putative 
6183.Smp_085540.6	Smp_085540.6	1937	Myosin heavy chain, putative ; Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Myosin family
6183.Smp_085640.1	Smp_085640.1	437	Cop9 complex subunit, putative 
6183.Smp_085650.1	Smp_085650	246	Putative hippocalcin 
6183.Smp_085680.1	Smp_085680	584	Guanylate cyclase 
6183.Smp_085690.1	Smp_085690	238	Belongs to the protein kinase superfamily. 
6183.Smp_085700.1	Smp_085700	104	Putative camp-dependent protein kinase catalytic subunit 
6183.Smp_085740.1	Smp_085740	552	Abl-binding protein-related 
6183.Smp_085750.1	Smp_085750	280	Uncharacterized protein
6183.Smp_085780.1	Smp_085780	257	Uncharacterized protein
6183.Smp_085790.2	Smp_085790.2	258	Uncharacterized protein
6183.Smp_085830.1	Smp_085830	274	Uncharacterized protein
6183.Smp_085840.1	Smp_085840.1	107	MEG-4 (10.3) family 
6183.Smp_085910.1	Smp_085910	649	Mothers against decapentaplegic homolog; TGF-beta signal transducer Smad2,putative 
6183.Smp_085990.1	Smp_085990	1997	Uncharacterized protein
6183.Smp_086030.1	Smp_086030.1	287	Uncharacterized protein
6183.Smp_086060.1	Smp_086060	119	Uncharacterized protein
6183.Smp_086110.1	Smp_086110	269	Uncharacterized protein
6183.Smp_086130.1	Smp_086130	426	Putative adenylate cyclase 
6183.Smp_086190.1	Smp_086190	354	Putative progestin and adipoq receptor family member VI 
6183.Smp_086210.1	Smp_086210	236	Dihydropteridine reductase 
6183.Smp_086220.1	Smp_086220.1	266	Uncharacterized protein
6183.Smp_086270.1	Smp_086270	945	Putative forkhead protein/ forkhead protein domain 
6183.Smp_086310.1	Smp_086310	85	Uncharacterized protein
6183.Smp_086330.1	Calponin-related	190	Transgelin; Calponin-related ; Belongs to the calponin family
6183.Smp_086370.1	Smp_086370	101	Uncharacterized protein
6183.Smp_086420.1	Smp_086420.1	160	Uncharacterized protein
6183.Smp_086450.1	Smp_086450.1	428	tRNA pseudouridine synthase 
6183.Smp_086460.1	Smp_086460	1726	Tho2 protein, putative 
6183.Smp_086470.1	Smp_086470	183	Putative 22.6kDa tegument-associated antigen 
6183.Smp_086480.1	Smp_086480	184	Antigen Sm21.7 
6183.Smp_086530.1	Smp_086530	181	Putative tegumental protein Sm 20.8; Sm 20.8; Tegumental antigen Sm20.8; Tegumental protein Sm 20.8 
6183.Smp_086590.1	Smp_086590	140	Putative actin-depolymerizing factor ; Belongs to the actin-binding proteins ADF family
6183.Smp_086600.2	Smp_086600.2	279	Putative arginine/serine-rich splicing factor 
6183.Smp_086630.1	Smp_086630	62	Uncharacterized protein
6183.Smp_086690.1	Smp_086690	384	Kinase ; Belongs to the protein kinase superfamily
6183.Smp_086710.1	Smp_086710	199	Uncharacterized protein
6183.Smp_086750.1	Smp_086750	1813	Putative zinc finger protein 
6183.Smp_086760.1	Smp_086760	245	Phosducin-like protein 3 (Viral iap-associated factor 1) (Viaf-1) 
6183.Smp_086830.1	Smp_086830	404	Putative spfh domain / Band 7 family protein 
6183.Smp_086860.1	Smp_086860	134	Belongs to the histone H2A family. 
6183.Smp_086900.1	Smp_086900	180	ADP-ribosylation factor, arf, putative ; Belongs to the small GTPase superfamily. Arf family
6183.Smp_086910.1	Smp_086910	183	Uncharacterized protein
6183.Smp_086920.1	Smp_086920	131	Uncharacterized protein
6183.Smp_086960.1	Smp_086960	422	Lipoate-protein ligase, putative 
6183.Smp_087010.1	Smp_087010	1177	DNA polymerase 
6183.Smp_087070.1	Smp_087070	78	Antennapedia-like homeobox protein 
6183.Smp_087220.1	Smp_087220	731	Uncharacterized protein
6183.Smp_087230.1	Smp_087230	181	Putative 5-formyltetrahydrofolate cyclo-ligase ; Belongs to the 5-formyltetrahydrofolate cyclo-ligase family
6183.Smp_087250.1	Smp_087250	189	Putative crp1/csrp1/crip1 
6183.Smp_087270.1	Smp_087270	747	Putative atp-dependent RNA helicase 
6183.Smp_087310.1	Smp_087310	162	Uncharacterized protein
6183.Smp_087320.1	Smp_087320	273	Putative zinc finger protein 
6183.Smp_087330.1	Smp_087330	268	Uncharacterized protein
6183.Smp_087340.1	Smp_087340	519	Uncharacterized protein
6183.Smp_087430.1	Smp_087430	76	Uncharacterized protein
6183.Smp_087440.1	Smp_087440	394	50S ribosomal protein L3, putative 
6183.Smp_087520.1	Smp_087520	738	TATA-binding protein-related 
6183.Smp_087550.1	Smp_087550	111	Uncharacterized protein
6183.Smp_087560.1	Smp_087560	514	Uncharacterized protein
6183.Smp_087580.1	Smp_087580	697	Pcd6 interacting protein-related 
6183.Smp_087620.1	Smp_087620	842	Putative programmed cell death 6-interacting protein 
6183.Smp_087690.1	Smp_087690	202	Uncharacterized protein
6183.Smp_087750.1	Smp_087750	129	Uncharacterized protein
6183.Smp_087760.1	Smp_087760	173	Ferritin-1 heavy chain; Stores iron in a soluble, non-toxic, readily available form. Important for iron homeostasis. Has ferroxidase activity. Iron is taken up in the ferrous form and deposited as ferric hydroxides after oxidation (By similarity)
6183.Smp_087810.1	Smp_087810	621	Nucleolar GTP-binding protein 2; GTPase that associates with pre-60S ribosomal subunits in the nucleolus and is required for their nuclear export and maturation
6183.Smp_087820.1	Smp_087820	136	Uncharacterized protein
6183.Smp_087860.1	Smp_087860	245	Phosphomannomutase; Involved in the synthesis of the GDP-mannose and dolichol-phosphate-mannose required for a number of critical mannosyl transfer reactions
6183.Smp_087870.1	Smp_087870	650	Uncharacterized protein
6183.Smp_087920.1	Smp_087920	605	NEDD8-activating enzyme E1 regulatory subunit; Putative app binding protein 
6183.Smp_087930.1	Smp_087930	745	Putative atp-binding cassette, sub-family B, member 7,mitochondrial (Abc7) 
6183.Smp_087940.2	Smp_087940.2	119	Putative gaba(A) receptor-associated protein ; Belongs to the ATG8 family
6183.Smp_087980.1	Smp_087980	154	Putative pyruvate dehydrogenase 
6183.Smp_088060.1	Smp_088060	469	Innexin; Structural component of the gap junctions
6183.Smp_088090.1	Smp_088090	204	Uncharacterized protein
6183.Smp_088180.1	Smp_088180	106	Uncharacterized protein
6183.Smp_088240.1	Smp_088240	170	Uncharacterized protein
6183.Smp_088250.1	Smp_088250	418	Putative g1/s-specific cyclin C ; Belongs to the cyclin family
6183.Smp_088260.1	Smp_088260	799	Putative cell wall protein Awa1p 
6183.Smp_088270.1	Smp_088270	430	Subfamily M14A unassigned peptidase (M14 family) 
6183.Smp_088310.1	Smp_088310	244	Uncharacterized protein
6183.Smp_088360.1	Smp_088360	147	Neuropeptide F; Putative neuropeptide F 
6183.Smp_088380.1	Smp_088380	198	Uncharacterized protein
6183.Smp_088390.1	Smp_088390	213	Uncharacterized protein
6183.Smp_088420.1	Smp_088420	127	Uncharacterized protein
6183.Smp_088460.1	Smp_088460	827	Putative tfiif-alpha 
6183.Smp_088550.1	Smp_088550	1158	Putative rrm/rnp domain 
6183.Smp_088570.1	Smp_088570	103	Uncharacterized protein
6183.Smp_088600.1	Smp_088600	818	Ccr4 not-related 
6183.Smp_088610.1	Smp_088610	372	Uncharacterized protein
6183.Smp_088620.1	Smp_088620	158	Putative protease 
6183.Smp_088650.1	Smp_088650	181	Putative adp-ribosylation factor, arf ; Belongs to the small GTPase superfamily. Arf family
6183.Smp_088660.1	Smp_088660	296	Uncharacterized protein
6183.Smp_088700.1	Smp_088700	173	Uncharacterized protein
6183.Smp_088720.1	Smp_088720	245	Uncharacterized protein
6183.Smp_088800.1	Smp_088800	412	Aspartyl-tRNA synthetase, putative 
6183.Smp_088920.1	Smp_088920	1425	Serine/threonine kinase 
6183.Smp_088940.1	Smp_088940	321	Putative zinc finger protein 
6183.Smp_088950.1	Smp_088950	845	Hypoxia upregulated 1 (Hyou1)-related ; Belongs to the heat shock protein 70 family
6183.Smp_088990.1	Smp_088990	445	Putative ring finger protein 14 (Androgen receptor-associated protein 54) (Triad2 protein) 
6183.Smp_089000.2	Smp_089000.2	162	Putative translocon-associated protein, delta subunit 
6183.Smp_089050.1	Smp_089050	153	Uncharacterized protein
6183.Smp_089060.1	Smp_089060.1	242	Putative eukaryotic translation initiation factor 4h 
6183.Smp_089100.1	Smp_089100	538	Gamma-glutamyltransferase-like protein 3 (T03 family) 
6183.Smp_089120.1	Smp_089120	189	Putative oxysterol-binding protein 
6183.Smp_089180.1	Smp_089180	1398	Ubiquitin-specific peptidase 7 (C19 family); Ubiquitin carboxyl-terminal hydrolase ; Belongs to the peptidase C19 family
6183.Smp_089200.1	Smp_089200	1065	Putative multidrug resistance protein 1, 2, 3 (P glycoprotein 1, 2, 3) 
6183.Smp_089220.1	Smp_089220	230	Uncharacterized protein
6183.Smp_089230.1	Smp_089230	353	Putative polycomb complex protein bmi-1 
6183.Smp_089240.1	Smp_089240	498	Putative beta-1,2-n-acetylglucosaminyltransferase II 
6183.Smp_089270.1	Smp_089270	233	Putative alpha-galactosidase/alpha-n-acetylgalactosamini da se ; Belongs to the glycosyl hydrolase 27 family
6183.Smp_089290.1	Smp_089290	408	Putative alpha-galactosidase/alpha-n-acetylgalactosamini da se 
6183.Smp_089320.1	Smp_089320	257	Sulfotransferase oxamniquine resistance protein
6183.Smp_089330.1	Smp_089330	200	Putative nad dependent epimerase/dehydratase 
6183.Smp_089370.1	Smp_089370	262	Putative nad dependent epimerase/dehydratase 
6183.Smp_089380.1	Smp_089380	110	Uncharacterized protein
6183.Smp_089400.1	Smp_089400	575	Uncharacterized protein
6183.Smp_089430.1	Smp_089430	128	Ubiquitin (Ribosomal protein L40), putative 
6183.Smp_089460.2	Smp_089460.2	779	Family C2 unassigned peptidase (C02 family) ; Belongs to the peptidase C2 family
6183.Smp_089470.1	Smp_089470	212	Uncharacterized protein
6183.Smp_089550.1	Smp_089550	95	Putative eif5b-like protein 
6183.Smp_089570.1	Smp_089570	65	Putative stress associated endoplasmic reticulum protein (Serp1/ramp4) 
6183.Smp_089590.1	Smp_089590	477	Mannose-6-phosphate isomerase 
6183.Smp_089630.1	Smp_089630	490	Putative polyglutamine binding protein 
6183.Smp_089640.2	Smp_089640.2	277	Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial; Iron-sulfur protein (IP) subunit of succinate dehydrogenase (SDH) that is involved in complex II of the mitochondrial electron transport chain and is responsible for transferring electrons from succinate to ubiquinone (coenzyme Q)
6183.Smp_089650.1	Smp_089650	323	Uncharacterized protein
6183.Smp_089670.1	Smp_089670	2006	Putative macroglobulin/complement 
6183.Smp_089700.1	Smp_089700	822	Belongs to the integrin beta chain family. 
6183.Smp_089730.1	Smp_089730	98	Uncharacterized protein
6183.Smp_089780.1	Smp_089780	254	Putative p2x receptor subunit 
6183.Smp_089840.1	Smp_089840	125	Histone H2A 
6183.Smp_089860.1	Smp_074610	136	Histone H3 
6183.Smp_089870.1	Smp_089870	125	Belongs to the histone H2A family. 
6183.Smp_089880.1	Smp_089880	481	Putative fad oxidoreductase 
6183.Smp_089920.1	Smp_089920	177	Uncharacterized protein
6183.Smp_089930.1	Smp_089930	864	Phosphatase 2a regulatory subunit-related 
6183.Smp_090010.1	Smp_090010	244	Putative molybdopterin cofactor synthesis protein A 
6183.Smp_090030.1	Smp_090030	610	Uncharacterized protein
6183.Smp_090070.1	Smp_090070	1219	WD-repeat protein, putative 
6183.Smp_090080.1	Smp_090080	406	Serpin, putative ; Belongs to the serpin family
6183.Smp_090090.1	Smp_090090	401	Serpin, putative ; Belongs to the serpin family
6183.Smp_090100.1	Smp_090100	582	Invadolysin (M08 family) 
6183.Smp_090110.1	Smp_090110	589	Invadolysin (M08 family) 
6183.Smp_090120.1	sat1	451	Tubulin alpha chain; Tubulin is the major constituent of microtubules. It binds two moles of GTP, one at an exchangeable site on the beta chain and one at a non-exchangeable site on the alpha chain
6183.Smp_090140.2	Smp_090140.2	932	Putative ftz-F1 interacting protein 
6183.Smp_090150.2	Smp_090150.2	138	Putative camp-regulated phosphoprotein; Protein phosphatase inhibitor that specifically inhibits protein phosphatase 2A (PP2A) during mitosis
6183.Smp_090160.1	Smp_090160	388	Putative lhx3 
6183.Smp_090220.1	Smp_090220	432	Feline leukemia virus subgroup C receptor-related 
6183.Smp_090230.1	Smp_090230	203	Putative 60s ribosomal protein L13a ; Belongs to the universal ribosomal protein uL13 family
6183.Smp_090240.1	Smp_090240	629	Putative jnk/sapk-associated protein 
6183.Smp_090340.1	Smp_090340	168	Uncharacterized protein
6183.Smp_090370.1	Smp_090370	286	Uncharacterized protein
6183.Smp_090420.1	Smp_090420	479	Uncharacterized protein; Belongs to the potassium channel family
6183.Smp_090430.1	Smp_090430	320	Voltage-gated potassium channel, putative 
6183.Smp_090440.1	Smp_090440	454	DEAD box ATP-dependent RNA helicase, putative 
6183.Smp_090450.1	Smp_090450	1265	Host cell factor (DHcf) 
6183.Smp_090520.1	Smp_090520	409	Purine nucleoside phosphorylase 
6183.Smp_090690.1	Smp_090690	375	Cytoplasmic tRNA 2-thiolation protein 2; Plays a central role in 2-thiolation of mcm(5)S(2)U at tRNA wobble positions of tRNA(Lys), tRNA(Glu) and tRNA(Gln). May act by forming a heterodimer with NCS6/CTU1 that ligates sulfur from thiocarboxylated URM1 onto the uridine of tRNAs at wobble position
6183.Smp_090790.1	Smp_090790	91	Uncharacterized protein
6183.Smp_090800.1	Smp_090800	438	Xaa-Pro dipeptidase (M24 family) 
6183.Smp_090820.1	Smp_090820	332	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase 
6183.Smp_090830.1	Smp_090830	299	Putative nitric oxide synthase interacting protein 
6183.Smp_090860.1	Smp_090860	487	Uncharacterized protein
6183.Smp_090870.1	Smp_090870	878	Uncharacterized protein; Belongs to the WD repeat SEC13 family
6183.Smp_090890.1	Smp_090890	705	Serine/threonine protein kinase 
6183.Smp_090920.1	Smp_090920.1	213	Putative mitochondrial 28S ribosomal protein S14 (S14mt) 
6183.Smp_090930.5	Smp_090930.5	672	Uncharacterized protein
6183.Smp_090980.1	Smp_090980	276	Serine/threonine kinase 
6183.Smp_091000.1	Smp_091000	578	Uncharacterized protein
6183.Smp_091010.1	Smp_091010	261	Probable hydroxyacylglutathione hydrolase; Thiolesterase that catalyzes the hydrolysis of S-D- lactoyl-glutathione to form glutathione and D-lactic acid; Belongs to the metallo-beta-lactamase superfamily. Glyoxalase II family
6183.Smp_091070.1	Smp_091070	97	Uncharacterized protein
6183.Smp_091160.1	Smp_091160	248	Putative retinal homeobox protein 
6183.Smp_091170.1	Smp_091170	96	Ribosomal protein ; Belongs to the bacterial ribosomal protein bL36 family
6183.Smp_091190.2	Smp_091190.2	390	Family C78 non-peptidase homologue (C78 family) 
6183.Smp_091210.1	Smp_091210	536	Uncharacterized protein
6183.Smp_091230.1	Smp_091230	85	Ubiquitin-fold modifier 1; Ubiquitin-like modifier
6183.Smp_091240.1	Smp_091240.1	282	Voltage-dependent anion-selective channel,putative 
6183.Smp_091300.1	Smp_091300.1	132	Cleavage and polyadenylation specificity factor,putative 
6183.Smp_091360.1	Smp_091360	209	Uncharacterized protein
6183.Smp_091380.1	Smp_091380	347	Uncharacterized protein
6183.Smp_091390.2	Smp_091390.2	458	Uncharacterized protein
6183.Smp_091460.1	Smp_091460	364	Glutamine synthetase 
6183.Smp_091470.1	Smp_091470	878	Aminopeptidase; Cytosol alanyl aminopeptidase (M01 family) 
6183.Smp_091480.1	Smp_091480	232	Uncharacterized protein
6183.Smp_091640.1	Smp_091640	129	40S ribosomal protein S24 ; Belongs to the eukaryotic ribosomal protein eS24 family
